id,name,aliases,entity_type,risk_category,risk_score,country,date_of_birth,passport_number,national_id,address,phone_number,email,designation,sanctions_list,list_date,status,notes,last_updated
WL_000599,Stanley-Thomas 277,,Aircraft,Corruption,0.96,Afghanistan,,,,"61322 Guzman Falls Apt. 027, Harveyton, MS 96178",,hollandthomas@example.net,,UN,2019-05-02,Inactive,,2024-08-05
WL_000600,MV Molly Arnold,,Vessel,Corruption,0.99,Syria,,,,,+1-325-915-9544x1423,,,SEBI,2017-04-06,Under Review,Party rest ball through cause hear party strong. Write risk near and speech training coach.,2024-09-24
WL_000601,Lamb-Diaz,,Organization,Sanctions Violation,0.67,Lebanon,,,,"PSC 1784, Box 2633, APO AA 88582",8826495441,,,ED,2023-08-25,Inactive,,2024-12-23
WL_000602,Avery and Sons 824,,Aircraft,Money Laundering,0.76,Libya,,,,"USCGC Daniels, FPO AE 38176",001-413-311-2661x1216,,,OFAC,2024-02-12,Active,"Enough try civil effort gas share. Order age everything economic stay. Attorney education American.
Night local often weight. Have they find design. Despite parent lead indeed laugh effort.",2025-03-30
WL_000603,Davis-Bowen 636,,Aircraft,Politically Exposed Person (PEP),0.88,Mali,,,,"95333 Hurley Grove, Lake Julia, CO 64415",,,,RBI,2017-08-14,Inactive,,2024-09-25
WL_000604,Joshua Warren,,Individual,Fraud,0.88,North Korea,1997-10-16,104493379,,"31419 Hale Alley Suite 635, New Nicolebury, TX 23287",,,Housing manager/officer,OFAC,2019-01-19,Inactive,"Skin Democrat capital better street you. Let outside score create.
More allow any. Receive star visit. Bag line news kid.
Build firm grow leg recently other. Weight upon thing hot.",2024-10-09
WL_000605,Lang-Vargas 214,,Aircraft,Corruption,0.67,India,,,,"7797 Williams Landing, Jenniferside, NH 43541",,weeksangela@example.com,,FATF,2016-01-24,Inactive,,2024-08-31
WL_000606,Bin-Ryan Cole,Theresa Thomas,Individual,Sanctions Violation,0.75,Lebanon,1953-01-13,570165063,,,,,Travel agency manager,RBI,2023-12-03,Under Review,,2024-08-23
WL_000607,French-Petty Organization,,Organization,Money Laundering,0.71,Russia,,,,"16429 Malone Forks Suite 360, Port Russellberg, VT 14419",+1-853-802-8484x86352,,,SEBI,2016-11-16,Active,"Matter describe address plant prove growth large. Stop wife condition air. Structure travel me game chair.
Plan each boy be adult chair street. Represent us fact their ten expect gas.",2025-03-24
WL_000608,Wright LLC,,Organization,Corruption,0.68,Nicaragua,,,,"17567 Stefanie Landing Apt. 483, Lopezport, OR 52603",,,,RBI,2025-03-24,Under Review,"Although room soon begin look special threat country. Phone tough serious board. Price throughout near individual on remain represent.
Nor man who keep book word arrive. Budget just live step.",2024-11-28
WL_000609,MV Ashley Ray,,Vessel,Sanctions Violation,0.69,Syria,,,,"38515 Jessica Port, South Joshua, SD 07484",(895)633-7017,randy06@example.com,,SEBI,2018-03-16,Inactive,"Appear never sport. No environmental even although drive. Identify possible wife her class ask your.
Score from field. Direction upon decide box. Rate already sort. Short thank hope you lose course.",2024-08-11
WL_000610,"Hines, Reed and Jones 517",,Aircraft,Terrorism Financing,0.78,Russia,,,,"PSC 8304, Box 1540, APO AP 60504",,,,UN,2023-04-09,Active,,2025-01-18
WL_000611,Davis and Sons 184,,Aircraft,Tax Evasion,0.9,Sudan,,,,"2656 Ryan Mount Apt. 515, West Jessicatown, SC 34326",,,,EU,2016-09-21,Inactive,,2024-11-21
WL_000612,Ruth Sanchez,Erin Williams; Tyler Parker; Michael Patterson,Individual,Organized Crime,0.82,Pakistan,1990-12-14,W21332600,,"63084 Brenda Extension Suite 159, Rodriguezchester, LA 24322",,,Audiological scientist,EU,2015-12-20,Under Review,State forget detail surface shoulder improve their. Certain wonder Republican continue through.,2025-07-05
WL_000613,Al-Christopher Carroll,Derek Gonzalez; Dwayne Bruce; Amanda Rubio,Individual,Terrorism Financing,0.93,Iran,1994-01-03,,,"45702 Ramsey Mission Apt. 804, Kaitlynville, SC 82019",755-458-0551x7200,,Retail banker,UN,2016-08-03,Inactive,,2024-09-12
WL_000614,Courtney Jones,,Individual,Organized Crime,0.89,Iraq,1983-03-30,163694565,,"10281 Willis Burgs, Curryfurt, NY 55904",827-855-7248,gwatkins@example.com,Accommodation manager,ED,2016-04-29,Under Review,,2024-09-20
WL_000615,Rocha-Foster 481,,Aircraft,Money Laundering,0.62,Russia,,,,,,christine05@example.com,,FATF,2022-02-06,Under Review,,2024-12-24
WL_000616,MV Vanessa Lee,,Vessel,Corruption,0.87,Russia,,,,"3963 Bill Inlet, South Erikafort, AL 70915",001-459-611-1556x6211,jenniferanderson@example.org,,UN,2021-04-15,Active,,2025-02-16
WL_000617,Wagner LLC 887,,Aircraft,Fraud,0.77,Sudan,,,,"501 Edgar Forges, Gravesfort, NC 72507",,,,FATF,2023-07-07,Inactive,"Hand see special. Although travel affect.
Onto see here throw discover. While sort seven able fine.
Check detail expect toward lead. Save sister camera run pattern deal.",2025-04-28
WL_000618,Omar-Carol Adams,,Individual,Sanctions Violation,0.94,Pakistan,1947-08-20,,632-41-1193,"USNV Jenkins, FPO AP 75898",624.813.5633,,Animal nutritionist,UN,2024-05-03,Active,Tree second fact painting talk fire see. Million course Congress expert agent use think land. Particular girl activity way.,2025-06-30
WL_000619,Ibn-Brian Rodriguez,Kelli Foster; Jeffrey Brewer,Individual,Terrorism Financing,0.94,China,1963-12-26,Q05368529,734-26-6313,"141 Angela Plaza, Lake Stephen, MD 66327",,,Location manager,EU,2022-03-07,Active,,2025-03-01
WL_000620,Jones Ltd Council,,Organization,Human Trafficking,0.97,Belarus,,,,"4964 Jones Port Suite 942, North Kimberlyfort, VI 36643",,,,FATF,2019-12-13,Active,,2025-02-27
WL_000621,Mary Davis,,Individual,Human Trafficking,0.63,Pakistan,1946-07-16,,,,,,Geochemist,FATF,2023-06-26,Active,"Mind too example not executive over. Apply law kind fine reach.
Little design song sister industry. Reality memory career site. Major product morning miss language on open.",2024-11-01
WL_000622,"Wagner, Jackson and Oneal",,Organization,Drug Trafficking,0.73,Iraq,,,,,,sadams@example.com,,SEBI,2020-12-14,Under Review,,2024-12-17
WL_000623,Ahmed-Makayla Brewer,Thomas Johnston; Melanie Roberts; Michelle Bailey,Individual,Terrorism Financing,0.75,Iraq,1984-07-01,349131411,474-71-9742,"0187 Paul Street, South Donald, MA 37071",,fpineda@example.org,,SEBI,2024-12-07,Active,,2025-01-02
WL_000624,MV Mary Vaughn,,Vessel,Politically Exposed Person (PEP),0.95,Pakistan,,,,"6984 Jaime Views Apt. 670, Schultzborough, TX 56177",+1-424-376-2778,dcarr@example.net,,EU,2021-03-03,Active,,2025-01-16
WL_000625,"Walker, Cook and Woodard",,Organization,Tax Evasion,0.91,Yemen,,,,"183 Decker Cape, Markmouth, NY 59050",,,,SEBI,2023-09-10,Inactive,"Ahead audience myself lot challenge us become. Evidence on among body only black budget fact.
Say green man man week few. Authority phone prepare today everything.",2024-10-22
WL_000626,MV Benjamin Lewis,,Vessel,Money Laundering,0.75,Belarus,,,,"590 Blackwell Turnpike, Ashleefort, CA 98228",,ellispaula@example.net,,EU,2016-07-24,Under Review,,2025-04-29
WL_000627,MV Michael Gibson,,Vessel,Terrorism Financing,0.82,Venezuela,,,,"43055 Jennings Mountain Suite 092, Danielview, SD 75606",,,,OFAC,2018-05-28,Under Review,,2024-12-17
WL_000628,"Medina, Simon and Shields 473",,Aircraft,Money Laundering,0.74,Venezuela,,,,"841 Laurie Port, West Wanda, UT 02040",001-311-856-8442,brennanjeffery@example.com,,FATF,2016-02-09,Inactive,Discussion pick age reflect eat these suffer pretty. General paper morning finish huge green. Knowledge from trouble.,2025-08-04
WL_000629,MV James Mcintyre,,Vessel,Terrorism Financing,0.87,China,,,,"09324 Jesse Hills, Lake Eileenstad, OK 06994",001-794-810-2524x6564,brandonsmith@example.net,,RBI,2023-07-19,Active,,2025-01-31
WL_000630,Perez-Smith,,Organization,Organized Crime,0.84,Yemen,,,,"404 George Drives, North Tylerborough, NY 28946",001-252-288-1611x6533,,,FATF,2020-09-29,Inactive,,2025-03-28
WL_000631,MV Allen Sutton,,Vessel,Politically Exposed Person (PEP),0.69,Mali,,,,,,,,EU,2016-10-26,Inactive,,2024-10-14
WL_000632,MV Christopher Johnson,,Vessel,Human Trafficking,0.83,Syria,,,,"1552 Charles Knoll Apt. 025, East Roberttown, MS 59195",,,,OFAC,2023-04-24,Active,,2025-04-15
WL_000633,MV Sandra Knight,,Vessel,Organized Crime,0.77,Sudan,,,,,001-877-898-1818x72357,,,FATF,2022-11-09,Under Review,Give along pattern thought every west. Low ground peace why probably hair week.,2024-09-26
WL_000634,Danielle Shepard,,Individual,Drug Trafficking,0.62,North Korea,1963-06-04,G34167851,,,001-635-519-2216x5762,douglas93@example.org,"Investment banker, corporate",EU,2024-07-12,Under Review,,2024-09-06
WL_000635,MV Maria Ross,,Vessel,Tax Evasion,0.65,Sudan,,,,"70002 Rodriguez Forest Apt. 725, Port Mary, AK 37718",(659)331-0555x847,,,OFAC,2021-04-07,Under Review,,2024-09-03
WL_000636,"Neal, Hunt and Harris Association",,Organization,Politically Exposed Person (PEP),0.89,Afghanistan,,,,,,,,SEBI,2020-10-29,Inactive,,2025-03-05
WL_000637,Moore and Sons 946,,Aircraft,Terrorism Financing,0.97,Pakistan,,,,"343 Travis Radial, Alexandraport, PA 30194",,,,OFAC,2018-09-30,Inactive,,2025-01-13
WL_000638,Mercado-Harris Gang,Garcia Ltd,Organization,Sanctions Violation,0.84,Lebanon,,,,"0473 Erin Crossing Suite 947, Westhaven, NM 56965",868.849.9233x25958,,,EU,2020-06-22,Active,"Majority red character win. Year fund hand medical last whole student.
Trial analysis pick nation. Involve born would evidence national help. Success address effort before with will call.",2024-08-12
WL_000639,"Mathews, Pacheco and Marsh 807",,Aircraft,Drug Trafficking,0.61,Cuba,,,,"7993 Claudia Forges, Robleschester, AR 39161",718.614.2559,cedwards@example.net,,UN,2016-07-20,Active,,2025-04-15
WL_000640,MV Sandra Harrison,,Vessel,Corruption,0.68,Somalia,,,,"130 Thomas Track Suite 894, Huangmouth, DC 30244",445.322.3198,,,RBI,2023-06-18,Under Review,"Across already force majority notice. From himself agree ask attention. Itself church certain dinner apply break.
Process four themselves ability candidate. Knowledge would themselves admit.",2025-05-21
WL_000641,MV Michelle Davis,,Vessel,Organized Crime,0.91,Afghanistan,,,,,,,,UN,2016-07-14,Inactive,,2024-09-13
WL_000642,"Kelley, Cooper and Oliver",,Organization,Organized Crime,0.75,Myanmar,,,,,,,,RBI,2023-10-06,Under Review,,2025-01-08
WL_000643,Friedman Group,Jenkins LLC,Organization,Politically Exposed Person (PEP),0.82,Russia,,,,"86575 Victoria Cape, Gallagherfort, TN 07992",2738317675,banksjustin@example.com,,RBI,2023-11-17,Inactive,"Spring source play feeling resource clear left. Result entire late lead across.
Talk cold picture person rise.",2024-10-08
WL_000644,"Lopez, Saunders and Johnson 197",,Aircraft,Politically Exposed Person (PEP),0.66,China,,,,"43105 Zimmerman Stravenue, Longville, DC 18975",,,,ED,2016-07-08,Active,,2025-03-06
WL_000645,Brown-Harrington 511,,Aircraft,Drug Trafficking,0.7,Myanmar,,,,,4419798037,,,UN,2016-02-02,Active,Political sit dark state. Add former wrong into quickly notice return. Role miss discover challenge bank.,2024-11-09
WL_000646,Taylor Santiago,,Individual,Corruption,0.62,Cuba,1972-08-05,P05656624,,"04742 Warren Neck, Chambershaven, VA 76096",,,"Administrator, local government",UN,2017-07-21,Inactive,"More color firm American. Certain fill fish month central cause professional tree. Shoulder yes upon establish.
Organization lead than today to brother between.",2025-02-11
WL_000647,"Brown, Roberts and Mendez 487",,Aircraft,Human Trafficking,0.67,North Korea,,,,"PSC 9571, Box 8131, APO AA 39105",,,,FATF,2022-05-29,Under Review,,2025-06-28
WL_000648,Travis Ltd 261,,Aircraft,Drug Trafficking,0.91,Russia,,,,"81845 Danielle View, New Kimberlymouth, AK 15792",001-882-311-6294x24417,,,RBI,2025-05-25,Active,"Cup ever itself impact clear they today often. Face someone create night.
Range go office. Talk future practice camera create reality represent reality.",2024-10-13
WL_000649,MV Andrea Jordan,,Vessel,Drug Trafficking,0.66,Sudan,,,,"323 Shannon Stravenue, Martinezberg, FL 03924",,jon57@example.org,,EU,2021-09-23,Active,Employee enjoy behavior look third well. Thus ten serious avoid political generation day. Study a strong economy think soon officer.,2024-12-24
WL_000650,MV Robert Hunt,,Vessel,Politically Exposed Person (PEP),0.75,North Korea,,,,,,,,OFAC,2017-10-26,Under Review,"Significant rate order author employee. Computer run suffer audience.
Account work test paper tell. Argue contain some process cut.",2024-10-04
WL_000651,MV Alexandria Buchanan,,Vessel,Organized Crime,0.62,Pakistan,,,,"75525 Abbott Island Apt. 100, Port Traci, NV 06933",+1-491-237-2561x252,buckleywilliam@example.org,,UN,2017-10-25,Under Review,Score necessary determine himself law provide. Computer live somebody turn technology. Reason goal trouble specific scene head under. Somebody civil notice begin available.,2025-02-07
WL_000652,"Hammond, Soto and Patel",,Organization,Sanctions Violation,0.89,Pakistan,,,,"PSC 0501, Box 6997, APO AE 59409",(395)334-2316,,,RBI,2020-02-11,Active,,2024-11-19
WL_000653,Boone-Page Association,,Organization,Money Laundering,0.98,Yemen,,,,,,,,RBI,2018-03-29,Active,,2025-05-16
WL_000654,Gardner Inc Alliance,,Organization,Human Trafficking,0.68,Nicaragua,,,,"6205 Moore Plaza Apt. 732, East Alyssa, FL 14802",,,,FATF,2015-09-27,Inactive,,2024-08-17
WL_000655,MV Linda Colon,,Vessel,Sanctions Violation,0.74,Lebanon,,,,"3140 Angela Glens Suite 353, East Elizabeth, IL 81979",,,,ED,2022-04-16,Active,,2025-03-06
WL_000656,Gabrielle Harrington,,Individual,Organized Crime,1.0,Yemen,1980-08-12,Y08570515,,"945 Hunter Well Suite 183, South Amberborough, AK 51109",287.371.2588x59583,,,EU,2022-02-11,Active,,2025-03-20
WL_000657,Lin-Hicks 649,,Aircraft,Drug Trafficking,0.62,North Korea,,,,"72766 Smith Junction, Dustinburgh, RI 23502",,ericksonmary@example.com,,OFAC,2023-06-16,Under Review,,2025-06-27
WL_000658,Diaz Group Network,Reed PLC,Organization,Organized Crime,0.73,Nicaragua,,,,"6308 Paul Cape Apt. 729, West Thomasfort, GA 33436",,,,RBI,2017-08-22,Under Review,,2024-12-22
WL_000659,Matthew Miller,Ana Edwards; Hannah Nelson,Individual,Corruption,0.73,Somalia,1944-10-15,,,"09373 Jessica Shoals Suite 459, Port Teresaburgh, NV 90693",396.329.8295,,,EU,2020-02-16,Active,Indeed Democrat laugh attention upon safe. Season commercial voice yes miss traditional sense factor.,2025-06-21
WL_000660,MV Patricia Perry,,Vessel,Terrorism Financing,0.77,Iran,,,,"1524 Emily Road, New Hollyshire, RI 66966",+1-413-624-1628x89119,brendansmith@example.net,,ED,2021-10-09,Inactive,"Wonder situation how many citizen nice. Enjoy management civil tell director physical.
Figure wish family ok. Song public box compare building two eat.",2025-06-03
WL_000661,MV Tracey Dunn,,Vessel,Drug Trafficking,0.84,Iran,,,,"6447 Jonathan Land, North Billy, NH 64693",245.475.4168,,,EU,2020-05-13,Under Review,"That book behind rest financial dinner field. Whatever mission gas say.
Agency yourself hard collection. Break face feel safe message professional forward once. Whether others sign reality.",2025-04-12
WL_000662,MV Benjamin Payne,,Vessel,Politically Exposed Person (PEP),0.63,China,,,,"389 Rebecca Oval Suite 886, Alexanderfort, MO 40262",627-958-5526x405,,,RBI,2017-09-14,Inactive,,2025-04-12
WL_000663,"Wilson, Garcia and Ward 728",,Aircraft,Drug Trafficking,0.9,China,,,,"05294 Eric Bridge, Leachbury, ND 67396",,,,FATF,2019-12-25,Active,,2025-03-13
WL_000664,Cole-Schneider Cartel,,Organization,Organized Crime,0.92,Yemen,,,,"620 Gregory Street, Christineborough, PW 29829",,,,RBI,2023-03-16,Active,,2024-09-25
WL_000665,Campos LLC Alliance,,Organization,Organized Crime,0.97,Sudan,,,,"226 Joshua Gateway Suite 629, Lake Robert, FM 71624",835-845-8825x90898,,,RBI,2019-11-23,Active,,2025-07-27
WL_000666,"Peterson, Greer and Willis",,Organization,Sanctions Violation,0.75,North Korea,,,,"990 Arnold Falls Apt. 852, Thomasbury, MT 37874",,nguyenlinda@example.org,,RBI,2022-09-18,Active,,2025-03-16
WL_000667,Tariq-Caroline Weaver,Nicole Taylor; Kevin Miller; Dominique Fuentes,Individual,Terrorism Financing,0.89,Myanmar,1968-01-19,,,,(535)523-0539x9255,stephanie54@example.com,Holiday representative,SEBI,2025-01-26,Inactive,,2024-11-01
WL_000668,Omar-Richard Mccoy,,Individual,Politically Exposed Person (PEP),0.89,Lebanon,1979-07-21,W57887272,,,,bclay@example.com,,RBI,2015-11-04,Active,,2025-01-31
WL_000669,Erin Figueroa,Sherry Carter; Russell David; Joanna Diaz,Individual,Fraud,0.91,North Korea,1994-07-04,,557-98-9166,"683 Luis Harbor, West Jason, SC 28995",,wray@example.com,,SEBI,2018-04-03,Under Review,"Second late daughter dream staff popular.
Nor feel degree whom area. Build draw pick best.
Simple since Congress whole form.
Resource six your reality work probably education. Democrat whom wear gas.",2024-09-04
WL_000670,Melissa Cantrell,Adam Patterson; Corey Johnson,Individual,Organized Crime,0.98,China,1972-11-03,X36626144,,"485 Mcdaniel Oval Apt. 135, Tonyastad, AL 74012",(706)969-8915x6760,tyler63@example.org,,RBI,2017-08-10,Active,,2025-02-03
WL_000671,Rodriguez-James,,Organization,Corruption,0.65,North Korea,,,,"67196 Ruben Walks, Reillyfort, AS 58712",,,,OFAC,2021-09-23,Under Review,Mind dinner ready name professional sing. Maybe little site loss claim money history culture. Behavior city increase inside article sport with wear. Name executive through race brother.,2025-02-13
WL_000672,Carpenter-Garcia,"Robbins, Cruz and Miles",Organization,Human Trafficking,0.74,Sudan,,,,,,,,RBI,2016-01-20,Under Review,"Evidence trouble community everything four. Indeed financial personal whole level try career.
Structure style bar my. Identify respond paper long camera order board just. Across perhaps ok.",2024-11-22
WL_000673,MV Danielle Fitzgerald,,Vessel,Corruption,0.77,North Korea,,,,,534-942-9421x1511,,,RBI,2022-05-18,Active,,2025-07-17
WL_000674,MV Martha Green,,Vessel,Corruption,0.89,China,,,,"904 Bowers Prairie, North Lori, WV 47252",,,,RBI,2025-06-14,Under Review,,2025-05-27
WL_000675,David Spencer,Mr. Benjamin Odom,Individual,Human Trafficking,0.61,Cuba,2000-01-16,233067705,002-03-1223,"4673 Johnson Key Apt. 927, Danielview, VA 21561",407-341-1129x63559,,Metallurgist,EU,2015-11-11,Inactive,,2024-10-15
WL_000676,Tariq-Lisa Nixon,Brent Weaver; Aaron Wilkerson; Gregory Day,Individual,Organized Crime,0.96,Iraq,1980-06-08,436012021,261-17-9287,,001-310-333-0305x310,,,FATF,2024-12-08,Inactive,Red minute call only investment drive. Reach pressure nation play history hour imagine. Land agency program catch training.,2024-10-11
WL_000677,"Kelly, Baird and Jackson 783",,Aircraft,Fraud,0.95,Libya,,,,"77351 White Track Apt. 601, South Brian, AL 83280",,,,EU,2016-01-25,Inactive,"Avoid cell least game whose. Experience account dinner wear for. Back return area see kitchen I should.
First subject per success. Rock herself society mean resource.",2024-11-03
WL_000678,Parker-Thompson 542,,Aircraft,Organized Crime,0.99,Yemen,,,,"996 Anderson Track Apt. 813, New Gavinmouth, WV 54649",,,,SEBI,2016-02-02,Active,,2025-05-09
WL_000679,Lee PLC 304,,Aircraft,Drug Trafficking,0.65,Myanmar,,,,"05740 Misty Overpass Suite 673, Smithton, MT 40926",+1-789-418-3568x31518,,,EU,2021-08-23,Inactive,,2025-02-27
WL_000680,"Cox, Snyder and Owens Coalition",,Organization,Politically Exposed Person (PEP),0.61,Venezuela,,,,,243-219-6119x283,,,RBI,2022-03-10,Active,,2024-10-30
WL_000681,Vincent-Scott 644,,Aircraft,Corruption,0.66,China,,,,,,,,OFAC,2018-05-17,Inactive,,2025-04-09
WL_000682,MV Jacqueline Waller,,Vessel,Corruption,0.77,Libya,,,,,,,,UN,2022-04-28,Inactive,Unit area professor part detail market house. Soon happen media fire short administration. Every force forget once it three laugh.,2025-06-17
WL_000683,MV Stephanie Miller,,Vessel,Money Laundering,0.87,India,,,,"822 Vargas Parkways Suite 519, West Frankshire, WV 68375",+1-928-661-2471x10449,,,FATF,2017-11-12,Active,"Later enjoy PM conference. Them keep nothing pay above continue box yet.
Say side audience back. Exactly represent drop support those. Life time admit specific something he finish.",2025-02-12
WL_000684,Whitney Nguyen,,Individual,Drug Trafficking,0.97,Somalia,1987-08-27,R89968150,,"87983 Griffith Locks, East Jeffrey, MD 17512",581-250-6839,,,UN,2022-12-12,Active,,2025-08-04
WL_000685,Ellis Group 889,,Aircraft,Sanctions Violation,0.82,Syria,,,,,,,,EU,2017-05-21,Active,,2024-12-23
WL_000686,Morales-Huynh Cartel,,Organization,Corruption,0.9,Belarus,,,,"66055 Zamora Unions, Samuelton, DC 49984",,donald93@example.org,,UN,2023-05-15,Active,,2025-04-12
WL_000687,"Walker, Johnson and Pham Gang",,Organization,Tax Evasion,0.64,Iran,,,,,,,,ED,2018-12-25,Inactive,,2024-12-06
WL_000688,Rodriguez and Sons,"Williams, Sandoval and Hopkins",Organization,Politically Exposed Person (PEP),0.89,India,,,,"13141 Huffman Manors, Gregorybury, SD 10788",(492)532-3284,,,FATF,2018-10-30,Under Review,,2024-12-07
WL_000689,Scott PLC Network,,Organization,Fraud,0.62,Cuba,,,,"81544 Adams Village Suite 868, Juliachester, NJ 20229",,,,OFAC,2024-06-15,Inactive,,2025-07-13
WL_000690,David Moore,Ashley Dickerson; Robin Dorsey,Individual,Money Laundering,0.8,North Korea,1965-01-05,B92464971,254-16-3329,,,richard87@example.com,Automotive engineer,SEBI,2024-10-18,Active,Cut bag every ability full. Population someone town keep board heavy eat. Song institution you. Force law suddenly education learn another ok.,2025-03-03
WL_000691,Villarreal Group 843,,Aircraft,Sanctions Violation,0.98,Mali,,,,,(415)657-0063,,,FATF,2023-09-03,Under Review,,2025-04-21
WL_000692,Ibn-Jacqueline Holder,Robert Robinson,Individual,Corruption,0.84,Mali,1954-10-02,414935990,,,3348899974,timothy18@example.com,Statistician,SEBI,2023-03-09,Inactive,,2025-05-10
WL_000693,Carla Steele,,Individual,Politically Exposed Person (PEP),0.77,Pakistan,1982-12-25,I67068914,,"9925 Underwood Light, Douglasstad, MH 31546",001-295-236-9731x3955,ejones@example.org,Amenity horticulturist,OFAC,2017-03-02,Under Review,"Determine action cut go throughout break toward. Leader customer suffer room.
Friend support impact sense painting. Power road blood boy lead near perhaps.",2024-12-01
WL_000694,Eileen Garza,Eric Wilkins; Ryan Martinez,Individual,Money Laundering,0.8,Belarus,1977-10-09,,297-84-1165,,+1-600-282-0683x23785,,"Restaurant manager, fast food",UN,2021-09-15,Under Review,,2024-08-21
WL_000695,"Edwards, Gilbert and Powell 754",,Aircraft,Corruption,0.92,Lebanon,,,,"9592 Richard Centers Apt. 781, Huynhbury, WI 24495",(348)711-2188x3877,,,EU,2018-12-24,Inactive,,2025-01-28
WL_000696,Sheppard LLC Movement,Hughes-Robinson,Organization,Human Trafficking,0.84,Pakistan,,,,"PSC 1279, Box 3908, APO AP 00905",,,,UN,2025-06-03,Active,,2024-12-26
WL_000697,Jennifer Cook,,Individual,Tax Evasion,0.85,Russia,1985-08-30,,,"PSC 2036, Box 1441, APO AE 06565",001-740-976-1391x9226,terri25@example.com,Counselling psychologist,RBI,2020-03-18,Active,,2025-06-18
WL_000698,Jay Smith,,Individual,Drug Trafficking,0.69,Belarus,1944-11-29,O19595998,,"PSC 3978, Box 3504, APO AE 23176",867-793-3669,melissa67@example.org,,SEBI,2015-12-24,Inactive,Order bar better on year control consider. Education east tell push foot security.,2024-09-09
WL_000699,"Hoffman, Gonzalez and West",Hall-Garcia,Organization,Sanctions Violation,0.79,North Korea,,,,"124 Albert Green, South Kelly, MT 31999",(232)527-2162,,,EU,2021-10-29,Inactive,Serious idea range future able. Agree be current whatever tax lead. Compare player picture upon reason clearly. State event want Congress arm level general.,2025-07-02
WL_000700,"Keller, Ortega and Stanley 101",,Aircraft,Corruption,0.65,Myanmar,,,,"7750 James Pines Apt. 092, Hannahtown, MS 86364",,,,RBI,2025-06-03,Inactive,"Particularly teacher public hundred cover. Raise you site they me. Watch financial suggest recently kitchen job write.
Anything everything certain interest seat especially. Determine early positive.",2025-04-01
WL_000701,Delgado Inc Council,,Organization,Human Trafficking,0.97,Yemen,,,,"21782 Taylor Forge Suite 593, East Kathrynberg, PW 35467",(303)354-5759,evan31@example.com,,RBI,2016-05-30,Inactive,,2025-07-13
WL_000702,MV Hannah Gould,,Vessel,Human Trafficking,0.87,Afghanistan,,,,"Unit 2590 Box 0679, DPO AA 84417",(361)539-1085,,,FATF,2018-07-02,Active,,2024-10-01
WL_000703,MV Brittany Curtis,,Vessel,Human Trafficking,0.92,Iran,,,,"PSC 4533, Box 9876, APO AE 38991",,,,RBI,2023-01-13,Under Review,,2025-06-05
WL_000704,MV Meredith Mitchell,,Vessel,Politically Exposed Person (PEP),1.0,Venezuela,,,,"08788 Grace Fort Suite 291, Lake Steven, MO 06446",,,,OFAC,2016-02-07,Under Review,,2024-12-15
WL_000705,Cobb-Brooks Movement,,Organization,Human Trafficking,0.72,Myanmar,,,,,399-722-3859,,,EU,2023-10-01,Inactive,,2025-05-14
WL_000706,"Stokes, Aguilar and Stark",,Organization,Terrorism Financing,0.61,Nicaragua,,,,,,,,OFAC,2023-10-29,Under Review,,2025-01-04
WL_000707,Meadows-Cooper 359,,Aircraft,Tax Evasion,0.63,Iran,,,,"89046 Cantu Knoll, Kingstad, NY 64317",,,,SEBI,2018-12-03,Inactive,,2024-12-30
WL_000708,Ferguson Group Council,,Organization,Fraud,0.91,Pakistan,,,,"865 Ryan River Apt. 857, Youngshire, NM 09315",,,,RBI,2016-07-12,Inactive,,2025-01-13
WL_000709,MV Krista Rose,,Vessel,Money Laundering,0.82,North Korea,,,,,,,,RBI,2019-01-30,Inactive,Cultural upon social official although training. Rise history close war mention north. Save he increase agree machine meeting job option.,2025-06-28
WL_000710,Flores-Owens 328,,Aircraft,Sanctions Violation,0.63,Iraq,,,,,,,,ED,2015-09-11,Under Review,"Send other help war ahead. Ago significant drive others effect top.
Decision kitchen past return player center. Goal someone military sure about above.",2024-09-13
WL_000711,"Newman, Galloway and Logan",,Organization,Drug Trafficking,0.65,Russia,,,,"736 Hughes Ramp Suite 988, Nunezside, WY 44272",,jennifer04@example.org,,FATF,2020-09-09,Under Review,And small pattern true. Improve station source coach grow some class require. Community with while or media impact break country.,2025-06-15
WL_000712,"Castro, Collins and Ball",,Organization,Human Trafficking,0.63,Nicaragua,,,,,+1-751-334-7962,,,OFAC,2020-08-28,Active,Have make voice loss her animal reveal city. Foot office produce assume usually art save. Recently begin message project project recognize growth. Food manager risk.,2024-10-23
WL_000713,MV Lori Cooper,,Vessel,Human Trafficking,0.6,Afghanistan,,,,"755 Curtis Spurs Suite 948, South Emma, WA 06641",,,,RBI,2024-08-01,Active,Prevent do fly smile. Former six practice carry issue most prepare rich. Matter service church small garden through.,2025-01-15
WL_000714,"Hernandez, Lee and Ellis",,Organization,Human Trafficking,0.64,Iraq,,,,"PSC 0860, Box 2270, APO AA 64357",391-288-4959x2837,,,UN,2019-04-26,Active,"Camera sure I create onto training several couple. Whatever decision pay production decide perhaps message tax.
Western without arm late rich miss. Place discuss difficult ready.",2024-10-20
WL_000715,MV Andrew Williams,,Vessel,Fraud,0.87,Iraq,,,,,,byrdnicholas@example.org,,FATF,2016-08-27,Inactive,Those west treatment practice any. Attention phone step draw say painting.,2025-05-03
